CLT AGE,CLT CATEGORIE,SEGMENT,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,CLASSE DE RISQUE,PRIME_ASSURANCE
59,7000,CLASSE MOYENNE,1505,1457.279,0,0,46039.838,0,446.887
48,7000,CLASSE MOYENNE,1312,1523.256,0,0,55801.328,0,1044.719
38,7000,CLASSE MOYENNE,2173,2579.224,171.915,13639.607,35935.841,0,429.244
50,7000,CLASSE MOYENNE,830,1097.639,2257.926,5000,26531.415,0,627.708
39,7000,GRAND PUBLIC,2700,1738.696,343.867,2648.702,11325.008,0,107.846
46,7000,CLASSE MOYENNE,2106,3301.674,1526.743,3947.36,65850.742,0,668.089
52,7000,CLASSE MOYENNE,2825,3562.871,795.323,11231.989,49682.252,0,613.401
42,7000,CLASSE MOYENNE,2709,3135.85,110.4,18572.614,41738.218,0,544.206
47,7000,CLASSE MOYENNE,1683,1597.615,2150.717,0,73190.198,0,924.686
56,7000,HAUT DE GAMME,,7673.521,30126.86,27125.124,117893.741,0,80
41,7000,CLASSE MOYENNE,2053,1803.272,96.866,17665.096,36971.163,0,491.184
69,7000,CLASSE MOYENNE,1270,1600.293,0,0,17095.602,0,311.78
40,7000,CLASSE MOYENNE,1013,821.655,2373.152,0,34914.369,0,408.498
46,7000,CLASSE MOYENNE,500,793.681,0,0,16099.699,0,229.101
59,7000,HAUT DE GAMME,2421,4317.223,339.903,6553.769,26879.527,0,351.445
59,7000,CLASSE MOYENNE,1557,7334.217,3147.596,0,4726.964,0,80
51,6000,HAUT DE GAMME,5000,128101.248,355647.3195,1572.987,64986.629,0,727.979
59,7000,CLASSE MOYENNE,1680,1784.651,74.971,3601.546,55019.58,0,575.632
41,7000,CLASSE MOYENNE,2371,2545.836,0,22140.134,47533.256,0,613.326
59,7000,CLASSE MOYENNE,2143,2567.52,0,0,105812.289,0,1337.511
41,7000,HAUT DE GAMME,1394,4144.909,72643.09729,0,12823.566,0,112.527
50,7000,CLASSE MOYENNE,1669,1920.387,17.883,700.578,58620.267,0,564.284
39,7000,CLASSE MOYENNE,2200,1708.333,0,10122.673,26074.099,0,317.59
71,7000,HAUT DE GAMME,1380,1468.25,0,1055.471,2015.729,0,80
44,7000,HAUT DE GAMME,9264,11609.566,7223.423,56865.56,364492.092,0,3737.526
45,7000,CLASSE MOYENNE,1772,1495.716,305.601,0,12443.459,0,87.353
42,7000,HAUT DE GAMME,1948,9110.079,18920.731,0,6038.935,0,80
49,7000,CLASSE MOYENNE,2032,1835.075,0,15808.004,21014.023,0,416.838
50,7000,CLASSE MOYENNE,1048,941.417,0,0,27867.181,0,404.521
46,7000,CLASSE MOYENNE,673,1373.956,4525.022,0,4958.561,0,80
46,7000,CLASSE MOYENNE,1488,1179.443,26.884,0,50580.154,0,720.523
63,7000,GRAND PUBLIC,480,492.815,1677.596,0,11571.907,0,203.087
46,7000,CLASSE MOYENNE,1851,2084.083,712.106,0,82157.304,0,1045.058
57,7000,CLASSE MOYENNE,2099,3225.094,2074.375,5487.555,23312.635,0,290.115
41,7000,CLASSE MOYENNE,1170,1849.812,3.094,0,35706.069,0,417.761
38,7000,CLASSE MOYENNE,1310,1987.47,47.313,0,48105.134,0,750.647
54,7000,CLASSE MOYENNE,800,1945.467,822.016,0,15806.206,0,221.919
38,7000,CLASSE MOYENNE,1100,1677.305,3922.738,0,70299.64,0,1101.735
57,7000,CLASSE MOYENNE,2289,1659.079,8934.616,0,70000,0,655.2
42,7000,HAUT DE GAMME,3284,4742.095,0,25351.766,74525.904,0,863.558
43,7000,CLASSE MOYENNE,1878,1931.097,17.65,8868.676,23667.149,0,282.079
51,7000,CLASSE MOYENNE,1330,1933.928,1782.944,0,60527.158,0,1157.965
42,7000,CLASSE MOYENNE,1892,1969.297,5984.483,4049.751,36073.661,0,325.598
46,7000,HAUT DE GAMME,1500,7079.844,17409.359,0,44651.531,0,423.336
41,7000,HAUT DE GAMME,2043,3646.163,12538.025,5000,67656.457,0,582.32
57,7000,CLASSE MOYENNE,1477,1507.193,0,0,57895.027,0,1089.045
38,7000,CLASSE MOYENNE,1752,2198.793,75.609,0,62511.946,0,495.046
58,7000,CLASSE MOYENNE,1567,1952.157,0,2116.171,39976.717,0,403.4
56,6000,HAUT DE GAMME,4000,6428.675,929.749,19650.621,90483.861,0,909.729
59,7000,HAUT DE GAMME,,2909.136,11316.14,0,46391.146,0,80
49,7000,CLASSE MOYENNE,3444,3197.342,5197.355,0,146067.765,0,1847.341
45,7000,CLASSE MOYENNE,3505,3948.277,179.058,0,126424.575,0,1604.275
51,7000,HAUT DE GAMME,3909,3645.292,0,0,174944.065,0,2224.876
43,7000,HAUT DE GAMME,2800,4786.417,0,0,81197.232,0,644.697
45,7000,HAUT DE GAMME,1500,4278.868,23688.245,0,22950.624,0,214.818
50,7000,CLASSE MOYENNE,1000,1305.989,0,0,33249.291,0,467.294
46,7000,CLASSE MOYENNE,2100,3165.232,3492.919,2125.633,19945.034,0,160.905
51,7000,HAUT DE GAMME,,20994.277,14522.151,11715.156,26047.343,0,80
48,7000,CLASSE MOYENNE,,924.725,423.256,0,20781.261,0,80
41,7000,CLASSE MOYENNE,1800,2071.667,3607.548,0,56569.035,0,441.238
42,7000,HAUT DE GAMME,5947,6222.302,0,24372.473,95746.041,0,833.865
43,6000,CLASSE MOYENNE,2000,5411.538,0,0,114363.005,0,1201.591
57,7000,CLASSE MOYENNE,,36779.839,19630.431,19415.857,42464.588,0,80
54,7000,CLASSE MOYENNE,2258,2087.182,9453.158,24675.021,5553.957,0,375.327
40,7000,HAUT DE GAMME,2533,5916.903,34711.95,11059.367,28257.229,0,341.175
37,7150,HAUT DE GAMME,7000,16661.9467,42212.63775,10128.883,188723.466,0,1288.871
42,7000,HAUT DE GAMME,8000,18652.761,129527.391,96467.298,237334.16,0,3098.271
37,7000,CLASSE MOYENNE,3878,4519.373,0,25442.698,176890.058,0,2241.425
36,7000,HAUT DE GAMME,,2596.978,32684.3,0,96992.509,0,80
40,7000,CLASSE MOYENNE,1811,4370.593,16.958,11755.056,12593.088,0,226.755
45,7000,CLASSE MOYENNE,5000,18529.147,4785.523,30278.67,23390.013,0,371.058
42,7000,HAUT DE GAMME,5675,7048.935,15.989,3933.736,60318.98,0,310.377
46,7000,CLASSE MOYENNE,1621,2070.223,1150.985,0,67749.981,0,845.52
40,7000,CLASSE MOYENNE,2130,3658.837,537.591,1168.287,44778.269,0,374.977
38,7000,CLASSE MOYENNE,858,1584.392,0,0,30427.803,0,375.696
49,7000,CLASSE MOYENNE,1200,1483.516,0,0,55326.919,0,1047.608
35,7000,CLASSE MOYENNE,1755,2057.923,14.526,9212.203,58508.029,0,752.13
40,7000,GRAND PUBLIC,1078,1015.384,2463.645,0,13996.202,0,172.022
46,7000,CLASSE MOYENNE,990,780.767,89.354,0,40310.309,0,799.42
56,7000,GRAND PUBLIC,1149,1115.088,0,4819.136,19312.945,0,373.055
64,6000,GRAND PUBLIC,3000,913.378,0,0,22212.694,0,228.841
51,7000,CLASSE MOYENNE,1351,2207.444,0,7496.325,17815.183,0,407.138
42,7000,HAUT DE GAMME,6783,61775.92,41560.566,0,147248.528,0,932.253
46,7000,CLASSE MOYENNE,3824,3985.654,1070.881,27676.793,50069.375,0,831.326
51,7000,CLASSE MOYENNE,655,1627.616,5628.723,0,39518.674,0,740.275
49,7000,CLASSE MOYENNE,1768,2242.345,0,2528.696,23347.046,0,252.69
36,7000,CLASSE MOYENNE,1594,2245.742,0,9479.207,63369.386,0,804.161
43,7000,CLASSE MOYENNE,1632,1549.344,19.977,0,62304.418,0,661.851
49,7000,HAUT DE GAMME,5078,7768.441,15184.483,4400.442,36126.61,0,237.485
44,7000,HAUT DE GAMME,5146,4878.586,5440.333,25141.441,98610.456,0,851.249
35,7000,CLASSE MOYENNE,1735,1512.143,92.353,5081.514,51898.353,0,466.365
35,7000,CLASSE MOYENNE,1880,2068.899,0,936.889,56193.112,0,456.374
67,7000,CLASSE MOYENNE,649,925.072,0,0,12429.644,0,235.253
57,7000,CLASSE MOYENNE,1545,2682.014,6309.579,0,27535.828,0,257.735
53,7000,CLASSE MOYENNE,1088,3004.541,24697.964,0,25091.033,0,352.278
47,7000,HAUT DE GAMME,3051,807.692,11.096,0,40527.816,0,383.533
47,7000,CLASSE MOYENNE,2178,3062.162,0,0,75207.103,0,720.568
46,7000,CLASSE MOYENNE,2285,3042.48,10.552,0,87780.872,0,1111.104
37,7000,CLASSE MOYENNE,1695,2358.495,154.353,0,74017.743,0,784.376
56,7000,CLASSE MOYENNE,2000,2169.206,9631.989,0,36914.224,0,348.756
39,7000,CLASSE MOYENNE,1489,1939.903,2703.176,0,46589.551,0,545.098
45,7000,CLASSE MOYENNE,2307,3479.218,0,0,79308.458,0,753.325
51,7000,HAUT DE GAMME,3241,5269.535,17736.7,0,101629.391,0,951.251
46,7000,CLASSE MOYENNE,2115,2413.704,14268.297,0,52425.409,0,490.776
52,7000,CLASSE MOYENNE,585,1181.985,2267.889,0,4177.758,0,80
48,7000,HAUT DE GAMME,2567,22962.946,9732.557,0,3465.201,0,80
43,7000,CLASSE MOYENNE,1367,3970.126,20418.583,0,53567.86,0,835.659
44,7000,CLASSE MOYENNE,2084,2025.428,222.733,0,86491.835,0,911.007
48,7000,CLASSE MOYENNE,1786,1689.704,76.787,14442.105,29994.408,0,479.812
42,7000,HAUT DE GAMME,5600,8458.242,19372.0053,0,370632.887,0,3085.889
46,7000,CLASSE MOYENNE,1806,3923.966,5301.594,0,26289.255,0,246.067
46,7000,HAUT DE GAMME,1209,1819.333,1104.945,0,87868.48,0,1656.936
40,7000,HAUT DE GAMME,1860,9211.355,18.203,0,108825.353,0,1165.995
45,7000,CLASSE MOYENNE,1112,1526.433,0,0,35575.911,0,512.249
45,7000,GRAND PUBLIC,102000,1896.47,1248.426,9965.279,15673.084,0,184.117
30,7000,JEUNES,1564,1583.498,15.924,3581.187,57536.549,0,660.837
47,7000,CLASSE MOYENNE,1000,13422.935,2135.718,25061.948,238861.183,0,5128.305
53,7000,GRAND PUBLIC,1000,275.907,3965.68,0,29813.304,0,418.579
66,6000,CLASSE MOYENNE,10000,5641.967,0,0,40484.85,0,301.467
39,7000,CLASSE MOYENNE,1150,1048.8,0,4416.27,33659.564,0,471.76
59,7000,HAUT DE GAMME,4600,12652.084,21230.444,0,10152.035,0,80
37,7000,CLASSE MOYENNE,1093,749.317,654.648,640.357,35505.65,0,448.36
56,6000,CLASSE MOYENNE,2000,17385.99,10291.614,0,75542.682,0,942.773
42,7000,CLASSE MOYENNE,2075,1249.38,17.846,0,56639.866,0,442.17
41,7000,HAUT DE GAMME,33000,15222.759,34872.157,0,16436.733,0,80
45,7000,CLASSE MOYENNE,1000,6750.068,11865.204,0,4474.772,0,80
62,7000,CLASSE MOYENNE,1718.008,1859.897,2893.776,6113.049,10633.9,0,173.417
46,7000,HAUT DE GAMME,2200,3112.712,1087.894,11756.469,48182.849,0,625.725
42,7000,CLASSE MOYENNE,2013,2247.57,1633.971,11539.134,27169.491,0,337.929
49,7000,CLASSE MOYENNE,1041,1059.889,268.027,0,49138.731,0,940.379
50,7000,CLASSE MOYENNE,1413,1974.842,0,0,19061.712,0,268.707
49,7000,CLASSE MOYENNE,1964,2091.474,230.044,0,90922.447,0,1147.572
35,7000,CLASSE MOYENNE,700,883.557,0,0,18252.634,0,216.377
39,7000,CLASSE MOYENNE,1495,1430.428,0,0,65602.869,0,1046.354
33,7000,CLASSE MOYENNE,1125,2034.226,95.816,0,40728.128,0,635.359
35,7000,HAUT DE GAMME,1172,1577.961,1907.415,1747.29,42810.767,0,722.66
56,6000,CLASSE MOYENNE,10000,103026.436,28681.6442,24604.784,165353.913,0,1824.502
59,7000,CLASSE MOYENNE,2075,4871.415,22064.997,4102.001,11739.436,0,123.6
36,7000,CLASSE MOYENNE,1678,41546.028,13.663,0,69320.531,0,730.829
50,7000,GRAND PUBLIC,13000,6251.615,9034.058,0,11613.828,0,80
46,7000,CLASSE MOYENNE,,2044.31,24657.868,0,50846.724,0,80
64,7000,GRAND PUBLIC,565,513.26,0,5328.257,2220.079,0,175.407
43,7000,CLASSE MOYENNE,1629,824.175,404.402,1111.829,51468.224,0,413.593
42,7000,CLASSE MOYENNE,2126,3509.505,56789.745,0,26556.219,0,207.139
53,7000,CLASSE MOYENNE,818,1160.178,0,912.59,14772.519,0,229.131
53,7000,CLASSE MOYENNE,1921,7515.885,2579.303,1275.387,30292.006,0,314.382
57,7000,HAUT DE GAMME,1186,2816.468,1438.419,0,33641.409,0,479.127
39,7000,CLASSE MOYENNE,1676,1788.409,0,9384.354,15863.945,0,226.334
51,7000,CLASSE MOYENNE,1120,2053.22,4911.868,0,26440.411,0,389.259
49,7000,CLASSE MOYENNE,1718,781.63,0,0,19185.846,0,137.262
61,7000,HAUT DE GAMME,1745,8111.555,0.152,0,59462.612,0,711.595
50,7000,HAUT DE GAMME,5000,7751.88,0,18107.252,67144.1,0,716.052
60,7000,CLASSE MOYENNE,1243,2275.733,4278.922,0,25256,0,443.243
55,7000,CLASSE MOYENNE,2032,2027.968,0,3463.171,56469.611,0,579.157
55,7000,CLASSE MOYENNE,788,1258.986,0,0,3268.938,0,80
42,7000,CLASSE MOYENNE,1468,1899.772,0,0,49374.099,0,587.785
58,7000,HAUT DE GAMME,6300,6367.974,13100.875,0,7512.567,0,80
41,7000,CLASSE MOYENNE,1780,2191.96,423.128,0,32009.368,0,249.673
63,7000,CLASSE MOYENNE,1821.457,1992.05,1603.873,3288.485,12160.911,0,147.111
39,7000,CLASSE MOYENNE,,8212.172,8775.852,0,46202.751,0,80
56,7000,HAUT DE GAMME,1656,9102.383,1537.73,16510.863,37260.715,0,567.588
59,7000,HAUT DE GAMME,3864.666,6787.055,639.905,0,60499.604,0,581.008
39,7000,CLASSE MOYENNE,2629,8103.154,6943.479,15179.576,6910.399,0,164.747
50,7000,CLASSE MOYENNE,2500,2153.572,4936.204,34956.856,56028.284,0,1330.699
58,7000,HAUT DE GAMME,2500,25955.839,10433.89,43043.296,137556.612,0,2468.759
47,7150,TRE,15000,200027.2043,480702.6266,0,706941.843,0,7058.107
46,7000,CLASSE MOYENNE,2000,6200.292,0,0,83997.628,0,1062.425
35,7000,GRAND PUBLIC,1000,543.956,103.02,0,12906.527,0,157.602
52,7000,CLASSE MOYENNE,840,1198.208,536.677,0,11276.991,0,158.468
47,7000,HAUT DE GAMME,3341,7153.21,0,25369.681,153499.258,0,2422.921
43,6000,CLASSE MOYENNE,2000,7669.165,24996.351,32542.044,63629.735,0,1151.793
41,7000,CLASSE MOYENNE,1888,1911.725,0,4497.586,18296.475,0,191.988
35,7150,TRE,15000,1813.186,0.103,0,22792.645,0,109.718
37,7000,HAUT DE GAMME,7000,4286.813,12405.567,0,67700.131,0,321.341
34,6000,HAUT DE GAMME,5000,76272.651,18591.87,31328.973,237835.526,0,2890.45
52,7000,CLASSE MOYENNE,2400,4463.545,13338.447,20362.269,12034.336,0,396.608
53,7150,TRE,52590,8251.526,11827.601,0,64804.736,0,363.943
44,7000,HAUT DE GAMME,2239,6355.573,12611.254,44701.717,133782.094,0,2042.191
58,7000,CLASSE MOYENNE,1500,1921.209,55173.095,0,10243.338,0,80
40,7000,CLASSE MOYENNE,2309,2901.758,32667.615,3769.667,39740.493,0,363.141
52,7000,CLASSE MOYENNE,4150,3250.142,150.316,19000,15218.19,0,244.608
44,7000,HAUT DE GAMME,10000,15457.341,0,11831.657,221211.245,0,1485.793
56,6000,GRAND PUBLIC,2500,1884.051,4074.745,0,40233.135,0,405.911
55,7000,CLASSE MOYENNE,1788,1815.906,4503.541,14531.367,6082.092,0,195.169
38,7000,CLASSE MOYENNE,1400,1620.288,2850.149,0,71263.481,0,1134.71
53,7000,HAUT DE GAMME,1730,5552.182,358,0,50375.349,0,471.513
43,7000,CLASSE MOYENNE,1121,663.356,15.495,0,40636.234,0,648.278
46,6000,HAUT DE GAMME,2000,1813.186,15780.7008,0,41118.378,0,384.868
57,6000,HAUT DE GAMME,15000,73207.901,38281.511,33456.818,143451.579,0,1088.632
53,7000,CLASSE MOYENNE,1724,1087.912,0,2544.715,45757.616,0,474.326
55,7000,HAUT DE GAMME,3931,18737.422,6422.805,0,73245.338,0,685.576
23,6000,GRAND PUBLIC,4774.96,5031.201,1185.543,0,2093.953,1,0
66,7000,HAUT DE GAMME,3229.09,4883.778,20237.07,0,77734.371,1,0
73,7000,CLASSE MOYENNE,5872.99,1809.827,1432.088,0,87619.692,1,0
25,7000,HAUT DE GAMME,2218.66,5552.182,358,0,50375.349,1,0
64,7000,CLASSE MOYENNE,5731.55,2068.472,842.674,0,59079.259,1,0
54,7000,CLASSE MOYENNE,3377.9,2127.203,17.678,0,78971.986,1,0
66,7000,CLASSE MOYENNE,4895.01,2835.078,12464.338,0,3484.554,1,0
63,7000,HAUT DE GAMME,5569.75,1468.25,0,1055.471,2015.729,1,0
70,7000,HAUT DE GAMME,3927.7,61981.03,19762.915,0,141866.921,1,0
66,7000,CLASSE MOYENNE,1746.65,1788.409,0,9384.354,15863.945,1,0
49,7000,CLASSE MOYENNE,1400,3015.426,4308.213,0,25335.091,0,355.705
54,7000,CLASSE MOYENNE,1349,1184.865,238.228,12014.885,14213.548,0,442.625
47,7000,CLASSE MOYENNE,1377,1876.088,269.817,0,45325.14,0,636.365
56,7000,CLASSE MOYENNE,1063,956.036,540.463,0,24629.456,0,345.798
51,7000,CLASSE MOYENNE,1067,718.605,0,0,37779.209,0,555.264
46,7000,HAUT DE GAMME,1705,1776.632,1082.177,0,65850.742,0,821.817
34,7000,CLASSE MOYENNE,1151,1766.052,75.881,0,61634.551,0,965.229
45,7000,HAUT DE GAMME,2092,2635.874,73.434,7583.459,78347.832,0,1124.592
53,7000,HAUT DE GAMME,8700,7649.346,41299.192,44922.779,48708.973,0,626.75
60,7000,CLASSE MOYENNE,1064,1124.489,1125.107,0,24310.826,0,426.655
41,7000,CLASSE MOYENNE,1559,1722.836,12.934,7687.093,51292.452,0,653.397
54,7000,CLASSE MOYENNE,2500,3098.715,9.78,7171.798,76213.898,0,815.294
41,7000,GRAND PUBLIC,1190,824.175,0,0,39723.739,0,471.976
42,7000,CLASSE MOYENNE,1247,808.566,15.016,0,59744.18,0,957.776
43,7000,CLASSE MOYENNE,1000,2204.67,757.902,0,10463.659,0,91.819
43,7000,GRAND PUBLIC,887,569.712,817.538,759.809,23758.827,0,317.444
45,7000,CLASSE MOYENNE,1240,1131.398,3242.572,0,47147.922,0,882.609
50,7000,CLASSE MOYENNE,1992,2000.472,10.502,8137.198,54124.901,0,613.813
54,7000,CLASSE MOYENNE,2900,3790.857,0,16935.883,36183.767,0,568.206
41,7000,CLASSE MOYENNE,2654,4559.365,10.903,0,113569.05,0,1198.239
57,7000,CLASSE MOYENNE,1872,1618.198,603.73,13440.625,20916.7,0,376.49
47,7000,CLASSE MOYENNE,1500,1843.974,0,0,8259.337,0,80
71,6000,HAUT DE GAMME,4499.51,18180.804,430400.4231,99127.987,133415.055,1,0
25,7000,CLASSE MOYENNE,1614.48,2835.078,12464.338,0,3484.554,1,0
42,7000,CLASSE MOYENNE,1209.93,2247.57,1633.971,11539.134,27169.491,1,0
49,7000,CLASSE MOYENNE,1919,2035.549,468.57,0,158494.048,0,1978.006
40,7000,CLASSE MOYENNE,1381,1299.2,6686.968,15000,15726.442,0,429.699
40,7000,CLASSE MOYENNE,1726,1639.827,1357.344,7000,28828.098,0,301.299
55,7000,CLASSE MOYENNE,1587,1902.731,19.012,0,55163.904,0,522.028
43,7000,CLASSE MOYENNE,3314,4182.904,-0.0002,0,104731.839,0,834.749
51,7000,GRAND PUBLIC,550,1083.23,6895.066,0,14394.443,0,207.503
54,7000,HAUT DE GAMME,1080,1350.613,993.584,1052.502,14911.525,0,230.046
35,7000,CLASSE MOYENNE,1635,2621.395,0,1868.234,34935.985,0,301.394
54,7000,CLASSE MOYENNE,943,3142.582,2525.624,0,38191.101,0,714.937
39,7000,CLASSE MOYENNE,2117,2149.012,0,0,84773.016,0,894.5
56,7000,HAUT DE GAMME,9000,3846.193,6319.312,0,36514.12,0,205.063
53,7000,CLASSE MOYENNE,2334,2638.289,3766.958,0,59515.188,0,557.062
56,6000,HAUT DE GAMME,5467,17813.456,4310.775,187112.983,107161.794,0,3685.294
44,7000,CLASSE MOYENNE,1571,1664.916,2096.977,7705.307,45498.791,0,439.033
39,7000,GRAND PUBLIC,1382,516.346,0,0,33617.094,0,397.515
53,7000,CLASSE MOYENNE,1052,1773.001,17909.233,0,28307.448,0,397.437
63,7000,HAUT DE GAMME,4700,6157.758,337.863,26555.309,59253.303,0,993.976
59,7000,CLASSE MOYENNE,2099,2284.843,17.703,8344.508,44472.371,0,527.477
50,7000,GRAND PUBLIC,650,1425.824,2532.88,0,7854.258,0,110.274
46,6000,HAUT DE GAMME,0,7170.641,85679.388,0,230862.988,0,4324.555
36,7000,CLASSE MOYENNE,1063,1047.534,0,0,47530.5,0,751.997
55,7000,CLASSE MOYENNE,1014,2042.756,605.715,0,22077.254,0,309.965
39,7000,CLASSE MOYENNE,1054,1846.282,344.274,0,27103.311,0,317.109
52,7000,HAUT DE GAMME,4608,4849.917,3865.094,41743.687,35734.567,0,710.62
58,7000,CLASSE MOYENNE,1450,1841.042,2911.425,0,15751.351,0,171.02
45,7000,HAUT DE GAMME,,5029.515,879.583,0,125847.435,0,80
40,7000,GRAND PUBLIC,905,695.182,0,2024.815,30427.763,0,399.223
32,7000,HAUT DE GAMME,10000,5798.901,5357.679,10058.792,131425.856,0,946.189
33,7000,HAUT DE GAMME,2375,13433.929,25912.159,2567.813,302478.909,0,3222.72
61,7000,HAUT DE GAMME,870,11379.667,5095.846,57157.834,41542.712,0,2846.996
49,6000,HAUT DE GAMME,20000,43856.934,14052.203,0,700624.721,0,5321.585
45,7000,GRAND PUBLIC,500,354.395,309.992,0,15450.754,0,216.929
36,7000,CLASSE MOYENNE,1605,1879.255,3312.389,4057.446,57134.494,0,670.135
